UUID,Site_Code,State_Key,District,Latitude,Longitude,Land_Use,Elevation_m,Slope_deg,Dist_to_Road_km,Pop_Density_sqkm,Land_Value_USD_sqm,Suitability_Score
87B35248,IN-KOC-79C2,IND,Koch Bihar,26.44064080424271,89.31894820726703,Residential,899.11,1.72,2.27,983,8041.99,70.37
C6C4007A,IN-KOC-0DA3,IND,Koch Bihar,26.255129988821576,89.04564143159595,Residential,696.12,0.13,0.23,1261,20807.24,90.0
72CFBA9A,IN-KOC-4617,IND,Koch Bihar,26.48030694717447,89.28499938165388,Industrial,487.6,4.24,3.34,562,5979.59,89.36
4BA0DC72,IN-KOC-AE48,IND,Koch Bihar,26.385244341510308,89.20524144781879,Industrial,221.73,5.49,0.91,347,13259.12,81.9
CF9A2073,IN-KOC-BA89,IND,Koch Bihar,26.35863483424864,89.26600036349316,Residential,645.3,2.32,3.43,196,5719.99,66.9
82F9B95C,IN-KOC-8606,IND,Koch Bihar,26.336118837756647,89.4345264371206,Residential,36.4,6.32,7.93,100,2839.37,50.48
DA2147C4,IN-KOC-38C2,IND,Koch Bihar,26.278726265084817,88.93440263065041,Residential,434.74,2.18,9.74,2601,3367.76,45.02
12D76443,IN-KOC-ED93,IND,Koch Bihar,26.340475812784412,88.89236994747343,Commercial,0.0,5.49,2.59,219,7049.58,68.84
4DB5EFD5,IN-KOC-6D98,IND,Koch Bihar,26.110283945471746,89.3018414459433,Residential,545.3,0.53,2.99,544,6487.41,85.92
3E12C07D,IN-KOC-C85F,IND,Koch Bihar,26.31811012365215,89.57823271246616,Commercial,520.71,3.43,3.71,462,5488.83,86.17
11EDE8CA,IN-KOC-F07F,IND,Koch Bihar,26.12848837252502,89.53984348258241,Industrial,542.77,0.48,3.12,185,6142.47,85.75
571DD806,IN-KOC-04E0,IND,Koch Bihar,26.25863057197203,89.57870203889749,Industrial,355.96,2.55,1.17,484,11717.16,78.85
E2A19A7B,IN-KOC-7B1A,IND,Koch Bihar,26.324369266054077,88.8030196897071,Industrial,462.01,1.33,2.32,330,7665.74,95.79
8756C83F,IN-KOC-4A11,IND,Koch Bihar,26.42965510960515,89.28350945287005,Industrial,208.7,7.13,7.62,123,2949.12,63.35
24083846,IN-PAS-23DC,IND,Paschim Medinipur,22.6478984146012,87.70163511892801,Commercial,634.85,0.33,3.84,197,5239.37,64.4
286D6615,IN-PAS-5952,IND,Paschim Medinipur,22.351949297481905,87.45593091641751,Industrial,707.65,1.18,3.99,100,5051.2,76.76
29AF3E6B,IN-PAS-32AA,IND,Paschim Medinipur,22.32614926795425,87.55295030738006,Industrial,395.52,2.97,7.52,261,3039.33,49.25
552AC287,IN-PAS-531E,IND,Paschim Medinipur,22.81501121539374,87.59737774620352,Residential,701.56,11.2,1.56,935,10142.88,68.61
A5B370EF,IN-PAS-9029,IND,Paschim Medinipur,22.806509148339867,87.38730004957144,Residential,346.32,1.07,5.14,481,4264.29,76.5
3FA12C0D,IN-PAS-5DDA,IND,Paschim Medinipur,22.010770514139924,87.25427165306617,Industrial,527.25,12.43,5.28,401,4142.35,81.07
A236CA89,IN-PAS-727B,IND,Paschim Medinipur,22.59198468331761,87.59974867394214,Industrial,617.31,2.42,1.45,558,10422.63,89.03
75AECEF9,IN-PAS-912C,IND,Paschim Medinipur,22.030932492191653,87.42681845721168,Commercial,305.68,2.87,4.43,333,4738.8,66.21
8A5C2B50,IN-PAS-9F31,IND,Paschim Medinipur,22.328022102053446,87.4208569935288,Residential,617.7,8.62,0.87,594,13612.25,86.14
522D9749,IN-HUG-9C96,IND,Hugli,22.919175249712584,87.79363528481947,Industrial,54.74,6.88,5.61,1183,4253.09,63.25
67E4998C,IN-HUG-F85A,IND,Hugli,23.06588897615032,88.15453925262649,Industrial,1150.62,1.58,6.15,2035,4311.5,49.59
8BD9995C,IN-HUG-96B0,IND,Hugli,22.839806810937315,88.06329410774643,Commercial,524.01,2.67,0.89,153,13278.7,83.1
F1695B25,IN-HUG-9CEA,IND,Hugli,22.925281240008733,87.68825563994001,Residential,302.33,3.08,3.94,577,5288.07,79.18
01D1179A,IN-HUG-ADCD,IND,Hugli,22.90073600704235,88.12621432157727,Commercial,177.55,2.65,0.75,3013,15479.55,79.93
9169D062,IN-HUG-2F66,IND,Hugli,22.79878542635622,88.0178983594436,Agricultural,805.92,6.5,8.08,736,3047.94,44.67
B3D2E8F4,IN-HUG-A8A2,IND,Hugli,22.724740626408263,88.30508726338759,Commercial,709.61,3.31,6.35,414,3569.3,44.92
92F899DA,IN-HUG-AB25,IND,Hugli,22.902157445184603,88.25478864325709,Agricultural,457.98,5.12,1.69,597,9537.79,84.25
23CE35EF,IN-HUG-8293,IND,Hugli,22.719054018105705,88.31557857106058,Agricultural,626.62,2.16,1.84,661,9077.03,75.74
7561862B,IN-HUG-C6B5,IND,Hugli,22.843474033847396,87.79307842273495,Agricultural,438.38,2.47,3.18,329,6117.57,87.53
B33C509E,IN-HUG-8784,IND,Hugli,22.84014713974364,87.7659125167264,Commercial,44.79,7.16,1.48,316,10200.86,79.91
9F3BC085,IN-HUG-6ABD,IND,Hugli,22.741687391867103,88.32327518075812,Residential,698.14,2.14,2.85,593,6737.56,81.97
F7C3735A,IN-HUG-44B1,IND,Hugli,23.12370608722909,88.33235954538799,Residential,378.7,9.27,4.24,158,4834.97,79.4
9A32FA84,IN-PAT-CA5A,IND,Pathankot,32.304296220485476,75.76299700541156,Agricultural,529.3,3.96,5.22,7397,6980.34,60.8
D59FF636,IN-PAT-0380,IND,Pathankot,32.30084937316443,75.40550079803072,Agricultural,1058.7,6.37,3.49,850,5911.77,79.34
82EE2EDE,IN-PAT-D61D,IND,Pathankot,32.372469024180894,75.79948144404634,Industrial,617.33,1.19,3.92,318,5207.4,80.78
F2C149DB,IN-PAT-7D48,IND,Pathankot,32.228925106016156,75.5357418007477,Agricultural,549.13,3.68,1.8,407,9102.96,93.29
E1F2F62B,IN-PAT-879C,IND,Pathankot,32.47358096267605,75.8766492027816,Agricultural,636.36,1.82,1.45,383,10355.1,77.66
F5EFD9C2,IN-PAT-F899,IND,Pathankot,32.28677953230381,75.63223498322499,Agricultural,452.92,11.21,1.33,119,10770.49,89.79
D4FA2143,IN-PAT-1BCB,IND,Pathankot,32.17267128247508,75.55201053963044,Commercial,378.35,7.29,10.87,762,2411.8,53.62
3B4DFD33,IN-PAT-084B,IND,Pathankot,32.32410650524974,75.67780474776144,Residential,64.45,5.09,6.14,1051,3924.13,64.5
C632EA63,IN-PAT-E767,IND,Pathankot,32.29117538459112,75.6688829899309,Commercial,545.43,1.35,6.33,229,3503.08,71.51
F7B5F5F9,IN-PAT-729C,IND,Pathankot,32.262264017103625,75.64687048311019,Residential,200.63,0.68,2.64,1526,7478.54,69.25
5772FAF3,IN-PAT-12BA,IND,Pathankot,32.24853981476221,75.48015620143578,Residential,186.38,2.88,1.98,617,8623.29,92.65
8B37645B,IN-PAT-B1C2,IND,Pathankot,32.11237470357542,75.6096803745673,Industrial,307.14,1.55,1.28,397,11118.36,96.76
C686DD3E,IN-GUR-A874,IND,Gurdaspur,31.98711734752896,75.32427187238015,Industrial,613.83,0.95,7.09,813,3415.42,36.68
26D59F26,IN-GUR-E631,IND,Gurdaspur,31.787355699748055,75.26763690530741,Agricultural,491.69,1.24,1.55,1847,10560.37,77.01
DE0A1732,IN-GUR-9AB6,IND,Gurdaspur,31.800967959778067,75.3478456208902,Commercial,378.93,6.25,3.14,2690,7113.0,76.3
33E628DB,IN-GUR-6CD2,IND,Gurdaspur,31.74127400767641,75.41088407236745,Industrial,422.85,2.75,6.5,133,3386.26,68.1
6F044AC9,IN-GUR-4664,IND,Gurdaspur,31.956773233630436,75.15676319296581,Industrial,160.63,3.96,4.82,446,4473.99,61.0
CE863EF9,IN-GUR-30FD,IND,Gurdaspur,32.0095693458572,75.34631120504271,Agricultural,454.42,7.49,3.22,111,5971.38,76.46
05975013,IN-GUR-89E3,IND,Gurdaspur,31.791892399743084,75.39850698097882,Agricultural,628.42,7.3,4.59,264,4576.58,82.79
8C75FCF5,IN-GUR-A70B,IND,Gurdaspur,31.764152841293342,75.37759263320241,Residential,35.48,0.54,5.31,3097,5203.25,76.77
149C7611,IN-GUR-E3AC,IND,Gurdaspur,31.892781970103385,75.03430684525645,Agricultural,859.24,9.17,3.38,1189,6185.91,70.0
18959233,IN-GUR-D40B,IND,Gurdaspur,31.978893327401416,75.33944802452886,Agricultural,446.97,6.37,8.61,239,2696.89,30.21
466BF422,IN-GUR-F468,IND,Gurdaspur,31.742525342857355,75.5147066807064,Commercial,716.49,2.47,3.44,1650,6285.78,80.06
17789F22,IN-GUR-1512,IND,Gurdaspur,31.947855600766022,75.4409466930514,Agricultural,537.63,4.75,2.27,2258,8552.9,79.24
96585B81,IN-GUR-86DB,IND,Gurdaspur,31.93275176465773,75.47067116189316,Residential,401.4,0.19,0.52,362,16552.98,80.24
ABC64285,IN-GUR-7FA1,IND,Gurdaspur,31.80305422800739,75.30476750997948,Commercial,542.49,4.98,1.69,469,9491.13,96.01
CE4D894D,IN-PAT-AABA,IND,Patiala,30.479176835576595,76.24092288910713,Commercial,566.42,4.38,6.57,652,3563.59,54.15
57A8B0D5,IN-PAT-3420,IND,Patiala,30.418359010332008,76.21377437139357,Industrial,496.19,0.82,3.6,1031,5844.43,92.51
4EB95ADA,IN-PAT-E64D,IND,Patiala,29.882469971165424,76.05180457499934,Residential,864.83,3.35,1.87,100,8763.76,91.1
B8A9DE93,IN-PAT-0A70,IND,Patiala,30.349789186223315,76.61747425100664,Commercial,709.09,4.9,2.32,503,7724.48,71.41
59387204,IN-PAT-B059,IND,Patiala,30.438958458848106,76.38018300296785,Agricultural,0.0,6.16,5.38,2079,4749.52,67.03
7D1774A3,IN-PAT-2005,IND,Patiala,30.58492853538226,76.66180796055097,Commercial,872.76,7.16,4.71,1352,4919.78,82.72
9865E422,IN-PAT-8DCC,IND,Patiala,30.162807195062765,76.10418345229165,Commercial,397.43,1.7,9.42,1174,2869.46,37.87
8A4CD7A3,IN-PAT-6F8A,IND,Patiala,30.556519325027573,76.23831750780954,Agricultural,622.93,6.2,4.71,523,4591.17,59.3
DB0E7CDD,IN-PAT-3AD9,IND,Patiala,30.238394758242706,76.46747039678313,Commercial,788.34,5.39,5.59,1062,4218.26,62.61
D2358084,IN-PAT-6171,IND,Patiala,30.34866611084955,76.27276715621608,Residential,0.0,4.79,2.0,742,8637.91,90.03
34150959,IN-PAT-314F,IND,Patiala,30.417212016236974,76.40191707144331,Commercial,940.74,3.38,4.0,2734,6095.38,69.81
E0543536,IN-TAR-7BC3,IND,Tarn Taran,31.378988990820147,75.15068566316705,Industrial,385.33,3.97,6.28,100,3475.71,72.72
DEB9DE7E,IN-TAR-AA41,IND,Tarn Taran,31.466534860662737,74.79452999118902,Industrial,522.26,0.18,4.27,819,5067.75,75.8
6917EC70,IN-TAR-FC9E,IND,Tarn Taran,31.462999687012207,75.24588642218238,Commercial,143.69,3.38,4.85,100,4310.42,82.38
C8850625,IN-TAR-DE6C,IND,Tarn Taran,31.394634028255354,75.08818031253962,Commercial,327.2,0.88,1.49,747,10356.68,73.87
3167801B,IN-TAR-ACC6,IND,Tarn Taran,31.38486856337965,75.04521953487121,Commercial,416.11,4.89,2.47,263,7302.74,91.78
2BA48427,IN-TAR-D037,IND,Tarn Taran,31.434090344318907,74.77807214672801,Industrial,282.46,6.46,11.68,898,2331.84,57.86
A05034A2,IN-TAR-D7EC,IND,Tarn Taran,31.448381588125077,75.23064904962617,Commercial,333.0,4.77,2.61,312,7057.62,82.75
AEBA064A,IN-TAR-3564,IND,Tarn Taran,31.33005937079816,74.7791512057448,Agricultural,850.95,4.47,1.83,248,8947.61,74.68
6CE8AE8D,IN-TAR-A513,IND,Tarn Taran,31.30964033826593,74.87333958121349,Commercial,458.67,5.38,5.22,610,4265.54,64.66
3791C392,IN-TAR-17A0,IND,Tarn Taran,31.500086153653605,75.00363766296573,Residential,610.12,4.11,2.69,719,7069.02,74.67
3BE7A8E7,IN-TAR-0E7F,IND,Tarn Taran,31.23394618570388,74.57943208909433,Agricultural,469.9,4.23,6.09,183,3598.18,62.8
26EAFC6C,IN-TAR-2009,IND,Tarn Taran,31.469794222712974,75.07814541648509,Residential,1048.29,4.48,4.24,509,4978.71,72.3
A7DE08F4,IN-TAR-7704,IND,Tarn Taran,31.23357084999682,74.80534915795845,Commercial,558.72,3.94,4.89,144,4303.25,63.09
EB0BF3E9,IN-TAR-3F78,IND,Tarn Taran,31.198252388439222,74.61052468981339,Industrial,814.27,4.71,4.16,149,4904.61,68.62
1AD37E89,IN-TAR-B78D,IND,Tarn Taran,31.23034502203636,74.58761970283648,Commercial,742.06,5.35,3.11,6698,8754.69,68.71
9C117E3F,IN-KAP-6616,IND,Kapurthala,31.269789180810523,75.43570188721127,Agricultural,593.23,1.86,0.32,6069,21365.84,86.91
7D1F2408,IN-KAP-9487,IND,Kapurthala,31.247109189964117,75.75572278990302,Industrial,681.24,1.79,13.87,220,1769.27,48.6
058728F0,IN-KAP-A144,IND,Kapurthala,31.163270595207443,75.75544350761001,Commercial,701.97,4.5,1.3,451,11070.97,80.73
C2CBA114,IN-KAP-5897,IND,Kapurthala,31.620673963571388,75.5561160371099,Commercial,153.65,1.64,2.83,907,6887.4,78.04
9F7399CC,IN-KAP-0C83,IND,Kapurthala,31.426210727166477,75.31972117290549,Commercial,400.71,0.05,1.56,804,10091.63,69.22
069969C4,IN-KAP-C503,IND,Kapurthala,31.429069984075213,75.36849105719372,Agricultural,328.04,0.45,8.99,934,2877.4,54.65
16B1322D,IN-KAP-6529,IND,Kapurthala,31.248825159947074,75.83129553121698,Agricultural,637.12,2.5,5.59,3055,5017.34,57.28
FD068AF0,IN-KAP-71E5,IND,Kapurthala,31.217534427984763,75.27135075609537,Industrial,1081.53,1.23,3.45,136,5668.61,82.39
6E6B8402,IN-KAP-C97F,IND,Kapurthala,31.437624307041343,75.31544270960381,Residential,333.25,3.54,3.91,639,5348.68,84.78
C9774F5D,IN-KAP-34C4,IND,Kapurthala,31.42081046445185,75.37849891118432,Agricultural,1144.1,1.19,3.29,962,6219.27,63.89
053110C4,IN-KAP-1250,IND,Kapurthala,31.526286045368902,75.50838569085981,Industrial,463.38,6.52,5.61,318,3911.88,52.84
5EE3C518,IN-KAP-7C48,IND,Kapurthala,31.32359495093981,75.35293451200351,Commercial,972.83,1.99,0.63,782,15677.73,65.93
1C686A54,IN-KAP-7AC7,IND,Kapurthala,31.535917266716233,75.51829784026366,Agricultural,813.82,5.51,5.62,651,4038.09,76.47
A370FC53,IN-KAP-612E,IND,Kapurthala,31.39202082815187,75.33254098087507,Agricultural,526.39,4.07,2.34,1100,7922.57,69.07
410B6236,IN-FAT-440F,IND,Fatehgarh Sahib,30.55420272673675,76.31468178782184,Agricultural,373.35,2.82,3.67,2260,6255.05,89.57
C475B7CD,IN-FAT-358A,IND,Fatehgarh Sahib,30.501421388278878,76.39028896806238,Industrial,0.0,0.7,3.66,269,5472.77,83.3
57D5B6F9,IN-FAT-79F4,IND,Fatehgarh Sahib,30.70459654681743,76.3798710398464,Commercial,737.37,0.28,1.87,5971,11088.76,65.39
90C7D10A,IN-FAT-2348,IND,Fatehgarh Sahib,30.712588097514832,76.50868690258768,Agricultural,782.97,2.71,1.76,2041,9881.75,88.1
C37C9A87,IN-FAT-EBDB,IND,Fatehgarh Sahib,30.64640671652515,76.33083673924259,Industrial,397.72,0.64,3.66,514,5566.77,92.56
C6FA1C2F,IN-FAT-BC4D,IND,Fatehgarh Sahib,30.531320953067695,76.14478552600822,Agricultural,363.21,3.72,6.84,803,3508.29,56.41
D331EC35,IN-FAT-E101,IND,Fatehgarh Sahib,30.537343924752037,76.38009532752568,Commercial,471.76,1.66,5.39,171,3978.41,57.28
E5FFBC22,IN-FAT-3F3B,IND,Fatehgarh Sahib,30.722839262022617,76.36734918996709,Agricultural,271.94,8.44,1.28,2582,11996.19,80.42
BCC78ECD,IN-FAT-1B3C,IND,Fatehgarh Sahib,30.71148511423446,76.33952561912807,Commercial,928.09,4.88,3.74,1593,5910.01,63.48
72368CAF,IN-FAT-E338,IND,Fatehgarh Sahib,30.633753277382187,76.55206456675279,Agricultural,580.13,0.79,3.92,2014,5890.94,63.15
E40A010B,IN-FAT-88DF,IND,Fatehgarh Sahib,30.594092426233367,76.34056948871434,Agricultural,122.56,6.63,3.11,740,6383.47,86.08
BC0A2F00,IN-FAT-5D5B,IND,Fatehgarh Sahib,30.756939311217913,76.31920557453353,Industrial,1038.49,3.96,5.23,4321,5742.21,55.23
830990FC,IN-FAT-F18C,IND,Fatehgarh Sahib,30.653585804854142,76.26691330691908,Commercial,744.17,1.57,0.68,108,14886.11,86.56
79AA9F95,IN-FAT-0676,IND,Fatehgarh Sahib,30.527889613139536,76.40207307599448,Agricultural,800.88,5.73,2.64,1843,7604.63,89.23
2DB4A497,IN-FAT-93C5,IND,Fatehgarh Sahib,30.603482932648006,76.5750592752022,Industrial,73.07,14.63,3.03,1079,6635.58,69.62
7976F7BE,IN-FAT-97D7,IND,Fatehgarh Sahib,30.670416834369924,76.34363460104272,Industrial,467.74,7.31,5.78,311,3809.41,54.78
8C3F1960,IN-FAT-32B2,IND,Fatehgarh Sahib,30.62638800763099,76.58939266651971,Agricultural,211.01,4.76,4.85,5028,6281.88,59.34
2BAA3659,IN-FAT-5A97,IND,Fatehgarh Sahib,30.51658228727328,76.40897992496029,Agricultural,428.3,5.15,5.04,721,4425.8,68.73
5D64929B,IN-FAT-C3B2,IND,Fatehgarh Sahib,30.627721614618245,76.46672708503904,Residential,996.92,2.48,13.03,831,2113.91,44.67
97D5B5A2,IN-FAT-954D,IND,Fatehgarh Sahib,30.547780095218993,76.31921232596773,Commercial,308.15,2.57,4.94,488,4403.38,66.53
F32F7F07,IN-FAT-EF55,IND,Fatehgarh Sahib,30.436187837756613,76.46736678029342,Commercial,352.35,4.59,5.61,1121,4233.35,72.18
C3D3DFB0,IN-FAT-80E5,IND,Fatehgarh Sahib,30.646649723843804,76.60239143729088,Industrial,362.32,1.95,5.49,862,4197.33,80.94
74CADA41,IN-SAN-A5FD,IND,Sangrur,30.36906792374958,75.73038055391164,Residential,0.0,0.16,3.15,193,6102.49,97.56
3DBE7AC9,IN-SAN-E582,IND,Sangrur,30.04640264154525,76.0272391678656,Residential,445.39,5.12,6.59,583,3525.55,42.03
EF035C50,IN-SAN-B77B,IND,Sangrur,30.526637677882068,76.00343961131708,Industrial,1295.5,11.77,2.52,330,7224.92,88.8
5790A7EC,IN-SAN-21BF,IND,Sangrur,30.56836725622775,75.74586500440965,Residential,475.52,0.19,1.97,5604,10666.94,70.7
3437E735,IN-SAN-A92C,IND,Sangrur,30.431965430943997,75.7082151313712,Agricultural,0.0,3.23,6.23,496,3654.16,48.15
307CE4B6,IN-SAN-37D1,IND,Sangrur,30.058064592114583,75.67046731253514,Commercial,529.51,7.35,2.43,215,7379.42,74.29
2B2292DD,IN-SAN-5DD0,IND,Sangrur,29.865497246165926,76.01484308339217,Commercial,740.75,1.38,2.57,310,7129.68,93.57
46846A0E,IN-SAN-147E,IND,Sangrur,30.20840148943095,75.9235171202704,Agricultural,1042.22,9.46,10.98,237,2182.35,37.09
66DD6B10,IN-SAN-E59B,IND,Sangrur,29.849929876611846,76.11503007498455,Commercial,400.44,1.31,2.69,676,7050.39,85.33
203B5685,IN-SAN-6100,IND,Sangrur,30.40692563602725,75.98177193878178,Residential,825.73,0.27,5.81,1011,4078.25,69.45
9C77D594,IN-MAN-32FC,IND,Mansa,30.06446285737894,75.38335311821727,Industrial,338.5,7.44,5.53,3319,5153.54,61.42
9D78600E,IN-MAN-5B7B,IND,Mansa,29.873604031202316,75.42236987838075,Agricultural,578.92,8.98,4.44,283,4710.3,87.86
F6F76F3A,IN-MAN-A200,IND,Mansa,29.63350499172848,75.29780684584493,Industrial,75.06,0.01,3.13,1449,6632.12,74.81
902689ED,IN-MAN-86CD,IND,Mansa,30.110673031088567,75.41424265636066,Industrial,539.06,1.79,6.76,1441,3799.76,66.52
BECF2D36,IN-MAN-684B,IND,Mansa,29.985162450650506,75.56714147568445,Residential,942.0,8.32,5.31,523,4168.89,77.22
33BA3EFE,IN-MAN-A8D3,IND,Mansa,29.74890500305639,75.37924797367455,Industrial,594.24,8.42,6.27,240,3534.14,50.63
79C10734,IN-MAN-E503,IND,Mansa,29.65943122995976,75.23295155000855,Commercial,434.12,8.83,0.85,1027,13896.34,82.44
F7B1564B,IN-MAN-31DD,IND,Mansa,30.048466792848348,75.45721192601698,Agricultural,0.0,3.7,4.65,1032,4834.38,67.81
94000B38,IN-MAN-FB0E,IND,Mansa,29.952795379108096,75.52508032146763,Commercial,181.86,1.71,3.85,100,5192.9,88.21
56C92228,IN-MAN-1944,IND,Mansa,30.131900724193773,75.391309055952,Agricultural,210.72,2.51,5.76,496,3896.69,61.93
C2F07D80,IN-MAN-5E39,IND,Mansa,29.571542062595963,75.29355488277844,Industrial,0.0,4.35,3.99,288,5128.57,70.82
E5B5E9E3,IN-MAN-8C26,IND,Mansa,29.96570246157434,75.20116414110596,Industrial,0.0,2.59,5.92,1084,4044.24,55.68
5419C1BF,IN-AMR-79EF,IND,Amritsar,31.788603330419548,75.052313938357,Residential,858.15,5.83,4.14,156,4929.03,86.53
6E1052F6,IN-AMR-B7AE,IND,Amritsar,31.88430909457132,74.89829710870755,Residential,587.96,7.19,5.89,133,3684.25,65.37
4BB2C191,IN-AMR-DFE2,IND,Amritsar,31.725344533331956,75.12855394302967,Agricultural,223.05,7.98,3.97,1740,5721.81,79.33
32968E17,IN-AMR-681F,IND,Amritsar,31.788136297776585,74.63795752810458,Residential,115.05,1.49,6.01,1020,3974.09,77.52
1F4BAE6A,IN-AMR-DC03,IND,Amritsar,31.725346350170472,75.08849954228782,Agricultural,514.34,2.82,3.4,929,6051.71,92.42
91CD165C,IN-AMR-B31D,IND,Amritsar,31.815797801394833,74.97395547810743,Residential,910.07,8.95,6.57,1336,3837.97,42.42
D178E266,IN-AMR-9C80,IND,Amritsar,31.896169774873634,74.78333722872341,Commercial,564.15,3.55,1.86,1130,9185.26,79.17
94666F21,IN-AMR-4005,IND,Amritsar,31.684778095151078,75.18019601111793,Commercial,618.25,1.04,1.5,1384,10536.15,92.37
4E373415,IN-AMR-D1A2,IND,Amritsar,31.704413280748383,74.6947360142789,Residential,32.59,0.23,5.31,507,4162.66,83.7
EBCBA2AD,IN-AMR-B578,IND,Amritsar,31.500230695886458,75.22662822816983,Agricultural,336.08,5.83,7.54,3149,4187.59,64.49
A0B1638F,IN-AMR-FA4F,IND,Amritsar,31.627750234179278,74.91674661845022,Commercial,688.97,0.3,4.72,2747,5466.26,69.71
2D2521F4,IN-AMR-7212,IND,Amritsar,31.687219554810707,75.12813418502131,Residential,230.8,0.14,0.66,600,15271.31,92.55
0C0D3381,IN-FAR-D50A,IND,Faridkot,30.484411415501935,74.96397581270287,Residential,394.08,3.94,4.18,505,5025.87,81.87
2C3D4AA5,IN-FAR-5798,IND,Faridkot,30.424387958813714,74.93855907268473,Industrial,929.29,1.81,3.03,340,6335.02,88.72
F24B4997,IN-FAR-9CDA,IND,Faridkot,30.73594398588783,74.56907422885266,Agricultural,1063.51,4.14,12.46,1412,2422.68,51.35
43719E74,IN-FAR-C89E,IND,Faridkot,30.53351750675015,74.80325645726892,Agricultural,684.9,3.18,0.6,241,15739.94,92.35
33FA849D,IN-FAR-F5E0,IND,Faridkot,30.70033490393013,74.55558152849595,Residential,368.24,1.32,1.48,178,10159.36,83.18
CCC151A7,IN-FAR-141C,IND,Faridkot,30.756903304287817,74.59307689218333,Industrial,616.47,1.62,7.55,188,2998.66,42.5
92106148,IN-FAR-A9B4,IND,Faridkot,30.39552141515812,74.94434702217545,Industrial,273.23,4.79,6.26,1962,4227.27,74.12
118E6262,IN-FAR-0CC4,IND,Faridkot,30.658581837465128,74.7778789056886,Agricultural,778.04,4.54,6.56,516,3514.45,54.76
68DB5B66,IN-FAR-EF8E,IND,Faridkot,30.70730666168541,74.74267881801514,Commercial,536.67,0.15,3.6,130,5486.26,72.56
FCEED5D3,IN-FAR-D40D,IND,Faridkot,30.672424008712824,74.72121380227482,Residential,0.0,0.16,3.95,148,5106.35,93.36
74FD4BAF,IN-FAR-A6DB,IND,Faridkot,30.47779157197303,74.94365761257768,Industrial,561.44,6.66,6.47,2561,4369.68,70.5
8C32844D,IN-FAR-C852,IND,Faridkot,30.474851720996746,74.76008150459906,Industrial,434.59,4.33,6.27,661,3704.41,72.39
ADCDCADD,IN-FAR-5A46,IND,Faridkot,30.613038929617783,74.8683211438916,Commercial,353.35,7.9,1.6,349,9766.14,71.25
C53631B4,IN-FAR-24E6,IND,Faridkot,30.66433427982267,74.7812503132222,Industrial,645.02,0.66,2.94,481,6531.94,70.35
C5DA8361,IN-FAR-8D03,IND,Faridkot,30.49299582277318,74.81551254044541,Commercial,248.38,4.87,5.48,1250,4358.11,76.34
3CCD154B,IN-FAR-5081,IND,Faridkot,30.49293320986657,74.876255574598,Residential,375.19,5.59,2.28,450,7808.51,76.86
5CB85D77,IN-FAR-DCEE,IND,Faridkot,30.505602041846785,74.85372388615522,Agricultural,616.0,7.07,3.02,454,6395.81,76.66
F5113E8E,IN-LUD-9F89,IND,Ludhiana,30.620030838035248,75.9563611711792,Agricultural,560.43,7.75,7.99,1492,3377.39,45.78
F67B6897,IN-LUD-B9BA,IND,Ludhiana,30.956947132919016,76.19962263013815,Agricultural,710.18,1.33,6.12,100,3549.3,71.23
3512421D,IN-LUD-910B,IND,Ludhiana,30.750645432400667,75.4266405123037,Commercial,457.38,1.5,2.46,532,7428.41,81.26
64C04140,IN-LUD-F38B,IND,Ludhiana,30.8536316866659,75.60033013543169,Agricultural,390.16,1.97,4.54,2190,5389.5,65.79
7C7C9F01,IN-LUD-8D4B,IND,Ludhiana,30.91492998163475,75.80019670634879,Industrial,112.46,3.51,3.12,1719,6758.44,79.63
8E115FEF,IN-LUD-F781,IND,Ludhiana,30.87441411601395,75.5975902829194,Commercial,732.82,1.99,4.56,654,4756.56,68.6
E3695804,IN-LUD-FD58,IND,Ludhiana,30.826678860946316,76.10475445331036,Residential,765.94,8.87,1.84,549,9028.63,90.6
C614518D,IN-LUD-BBE6,IND,Ludhiana,30.814871607471922,75.39162074380528,Agricultural,481.53,0.07,1.03,538,12538.75,68.5
000F4F6A,IN-LUD-4173,IND,Ludhiana,30.792383093694184,75.69870910023381,Industrial,765.94,9.53,1.05,747,12466.42,94.79
8BA43E2D,IN-LUD-C7D0,IND,Ludhiana,30.77559786990243,75.68527556175216,Agricultural,301.61,0.56,1.77,320,9156.91,74.8
04EFAEDA,IN-LUD-9B5A,IND,Ludhiana,30.908780912898067,76.0536289385781,Industrial,335.74,8.64,4.98,897,4539.06,76.15
BCF44B71,IN-LUD-1467,IND,Ludhiana,30.896701130802597,75.54143811304928,Agricultural,668.79,2.75,1.31,1736,11535.89,74.31
25BCD7B7,IN-LUD-6087,IND,Ludhiana,30.69423933279067,75.985572079663,Agricultural,335.8,1.26,2.46,1976,8024.48,75.22
EB697E89,IN-LUD-04C5,IND,Ludhiana,30.832389163632172,75.86389597083642,Agricultural,657.55,3.64,0.52,4314,18167.04,76.2
A6ABE70E,IN-BAT-EF32,IND,Bathinda,30.415338269427313,75.26054536574145,Agricultural,324.56,1.32,3.07,1326,6670.41,74.61
416FBE9F,IN-BAT-5DC9,IND,Bathinda,30.078986720778218,74.75813147977297,Agricultural,0.0,0.55,1.83,100,8862.33,96.39
613B1BCE,IN-BAT-9DE6,IND,Bathinda,30.05242308324321,75.1283602590802,Commercial,334.99,1.97,2.72,1971,7515.44,90.89
